Label,ugz_txt_Municipio__c,ugz_txt_UnidadeFederativa__c,ugz_txt_MunicipioSemAcento__c,ugz_txt_UnidadeFederativaSemAcento__c,ugz_txt_MercadoEmpresarial__c,ugz_txt_MercadoRevenda__c,ugz_txt_Uf__c,ugz_txt_FilaNucleoEmpresarial__c,ugz_txt_FilaNucleoRevenda__c,ugz_txt_FilaNucleoIndustrialEnvasado__c,ugz_txt_MercadoIndustrial__c
4319505,São Sebastião do Caí,RIO GRANDE DO SUL,Sao Sebastiao Do Cai,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4304663,Capão do Leão,RIO GRANDE DO SUL,Capao Do Leao,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4320107,Sarandi,RIO GRANDE DO SUL,Sarandi,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4310801,Ivoti,RIO GRANDE DO SUL,Ivoti,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4320909,Tapejara,RIO GRANDE DO SUL,Tapejara,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4318408,São Jerônimo,RIO GRANDE DO SUL,Sao Jeronimo,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4322202,Tupanciretã,RIO GRANDE DO SUL,Tupancireta,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4321808,Três de Maio,RIO GRANDE DO SUL,Tres De Maio,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4321907,Três Passos,RIO GRANDE DO SUL,Tres Passos,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4319604,São Sepé,RIO GRANDE DO SUL,Sao Sepe,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4310330,Imbé,RIO GRANDE DO SUL,Imbe,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4306809,Encantado,RIO GRANDE DO SUL,Encantado,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4315305,Quaraí,RIO GRANDE DO SUL,Quarai,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4313060,Nova Hartz,RIO GRANDE DO SUL,Nova Hartz,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4318200,São Francisco de Paula,RIO GRANDE DO SUL,Sao Francisco De Paula,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4319000,São Marcos,RIO GRANDE DO SUL,Sao Marcos,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4313201,Nova Petrópolis,RIO GRANDE DO SUL,Nova Petropolis,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4316006,Rolante,RIO GRANDE DO SUL,Rolante,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4301008,Arroio do Meio,RIO GRANDE DO SUL,Arroio Do Meio,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4302709,Butiá,RIO GRANDE DO SUL,Butia,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4314605,Piratini,RIO GRANDE DO SUL,Piratini,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4310009,Ibirubá,RIO GRANDE DO SUL,Ibiruba,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4309605,Horizontina,RIO GRANDE DO SUL,Horizontina,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4311205,Júlio de Castilhos,RIO GRANDE DO SUL,Julio De Castilhos,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4301305,Arroio Grande,RIO GRANDE DO SUL,Arroio Grande,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4318101,São Francisco de Assis,RIO GRANDE DO SUL,Sao Francisco De Assis,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4320404,Serafina Corrêa,RIO GRANDE DO SUL,Serafina Correa,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4312658,Não-Me-Toque,RIO GRANDE DO SUL,Nao-Me-Toque,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4321105,Tapes,RIO GRANDE DO SUL,Tapes,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4323804,Xangri-lá,RIO GRANDE DO SUL,Xangri-La,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4305454,Cidreira,RIO GRANDE DO SUL,Cidreira,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4300109,Agudo,RIO GRANDE DO SUL,Agudo,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4316600,Sananduva,RIO GRANDE DO SUL,Sananduva,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4308904,Getúlio Vargas,RIO GRANDE DO SUL,Getulio Vargas,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4319406,São Pedro do Sul,RIO GRANDE DO SUL,Sao Pedro Do Sul,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4309001,Giruá,RIO GRANDE DO SUL,Girua,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4315503,Restinga Sêca,RIO GRANDE DO SUL,Restinga Seca,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4307500,Espumoso,RIO GRANDE DO SUL,Espumoso,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4306502,Dom Feliciano,RIO GRANDE DO SUL,Dom Feliciano,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4320701,Sobradinho,RIO GRANDE DO SUL,Sobradinho,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4301636,Balneário Pinhal,RIO GRANDE DO SUL,Balneario Pinhal,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4302352,Bom Princípio,RIO GRANDE DO SUL,Bom Principio,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4317905,Santo Cristo,RIO GRANDE DO SUL,Santo Cristo,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4305207,Cerro Largo,RIO GRANDE DO SUL,Cerro Largo,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4301107,Arroio dos Ratos,RIO GRANDE DO SUL,Arroio Dos Ratos,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4317806,Santo Augusto,RIO GRANDE DO SUL,Santo Augusto,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4308102,Feliz,RIO GRANDE DO SUL,Feliz,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4301909,Barra do Ribeiro,RIO GRANDE DO SUL,Barra Do Ribeiro,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4321402,Tenente Portela,RIO GRANDE DO SUL,Tenente Portela,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4301206,Arroio do Tigre,RIO GRANDE DO SUL,Arroio Do Tigre,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4306007,Crissiumal,RIO GRANDE DO SUL,Crissiumal,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4300802,Antônio Prado,RIO GRANDE DO SUL,Antonio Prado,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4312500,Mostardas,RIO GRANDE DO SUL,Mostardas,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4316451,Salto do Jacuí,RIO GRANDE DO SUL,Salto Do Jacui,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4302907,Cacequi,RIO GRANDE DO SUL,Cacequi,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4305173,Cerro Grande do Sul,RIO GRANDE DO SUL,Cerro Grande Do Sul,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4306205,Cruzeiro do Sul,RIO GRANDE DO SUL,Cruzeiro Do Sul,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4302402,Bom Retiro do Sul,RIO GRANDE DO SUL,Bom Retiro Do Sul,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4314506,Pinheiro Machado,RIO GRANDE DO SUL,Pinheiro Machado,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4304689,Capela de Santana,RIO GRANDE DO SUL,Capela De Santana,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4322533,Vale do Sol,RIO GRANDE DO SUL,Vale Do Sol,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4315404,Redentora,RIO GRANDE DO SUL,Redentora,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4312708,Nonoai,RIO GRANDE DO SUL,Nonoai,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4315800,Roca Sales,RIO GRANDE DO SUL,Roca Sales,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4313656,Palmares do Sul,RIO GRANDE DO SUL,Palmares Do Sul,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4321436,Terra de Areia,RIO GRANDE DO SUL,Terra De Areia,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4302303,Bom Jesus,RIO GRANDE DO SUL,Bom Jesus,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4302006,Barros Cassal,RIO GRANDE DO SUL,Barros Cassal,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4321667,Três Cachoeiras,RIO GRANDE DO SUL,Tres Cachoeiras,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4311106,Jaguari,RIO GRANDE DO SUL,Jaguari,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4320206,Seberi,RIO GRANDE DO SUL,Seberi,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4316105,Ronda Alta,RIO GRANDE DO SUL,Ronda Alta,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4321006,Tapera,RIO GRANDE DO SUL,Tapera,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4301404,Arvorezinha,RIO GRANDE DO SUL,Arvorezinha,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4301057,Arroio do Sal,RIO GRANDE DO SUL,Arroio Do Sal,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4308300,Fontoura Xavier,RIO GRANDE DO SUL,Fontoura Xavier,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4315107,Porto Xavier,RIO GRANDE DO SUL,Porto Xavier,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4320677,Sinimbu,RIO GRANDE DO SUL,Sinimbu,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4317707,Santo Antônio das Missões,RIO GRANDE DO SUL,Santo Antonio Das Missoes,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4314704,Planalto,RIO GRANDE DO SUL,Planalto,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4312906,Nova Bassano,RIO GRANDE DO SUL,Nova Bassano,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4305801,Constantina,RIO GRANDE DO SUL,Constantina,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4304358,Candiota,RIO GRANDE DO SUL,Candiota,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4305306,Chapada,RIO GRANDE DO SUL,Chapada,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4313953,Pantano Grande,RIO GRANDE DO SUL,Pantano Grande,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_POA_e_Interior_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4304903,Casca,RIO GRANDE DO SUL,Casca,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4319802,São Vicente do Sul,RIO GRANDE DO SUL,Sao Vicente Do Sul,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4305009,Catuípe,RIO GRANDE DO SUL,Catuipe,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
4311155,Jóia,RIO GRANDE DO SUL,Joia,RIO GRANDE DO SUL,Empresarial Sul,Sul,RS,ugz_NUC_Rio_Grande_do_Sul_Emp,ugz_NUC_Oeste_SC_e_RS_Dom,ugz_MM_Ind_Envasado_POA_e_Interior,MM Industrial Envasado POA e Interior
