Label,ugz_txt_Municipio__c,ugz_txt_UnidadeFederativa__c,ugz_txt_MunicipioSemAcento__c,ugz_txt_UnidadeFederativaSemAcento__c,ugz_txt_MercadoEmpresarial__c,ugz_txt_MercadoRevenda__c,ugz_txt_Uf__c,ugz_txt_FilaNucleoEmpresarial__c,ugz_txt_FilaNucleoRevenda__c,ugz_txt_FilaNucleoIndustrialEnvasado__c,ugz_txt_MercadoIndustrial__c
3550308,São Paulo,SÃO PAULO,Sao Paulo,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_Lead_SP_Dom, ugz_MM_Ind_Envasado_Centro_Leste_Oeste,MM Industrial Envasado Centro/Leste/Oeste
3518800,Guarulhos,SÃO PAULO,Guarulhos,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste,MM Industrial Envasado Leste
3548708,São Bernardo do Campo,SÃO PAULO,Sao Bernardo Do Campo,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste,MM Industrial Envasado Leste
3549904,São José dos Campos,SÃO PAULO,Sao Jose Dos Campos,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3547809,Santo André,SÃO PAULO,Santo Andre,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste,MM Industrial Envasado Leste
3534401,Osasco,SÃO PAULO,Osasco,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3529401,Mauá,SÃO PAULO,Maua,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste,MM Industrial Envasado Leste
3530607,Mogi das Cruzes,SÃO PAULO,Mogi Das Cruzes,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_Maua_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3548500,Santos,SÃO PAULO,Santos,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3513801,Diadema,SÃO PAULO,Diadema,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste,MM Industrial Envasado Leste
3510609,Carapicuíba,SÃO PAULO,Carapicuiba,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3523107,Itaquaquecetuba,SÃO PAULO,Itaquaquecetuba,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_Maua_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3551009,São Vicente,SÃO PAULO,Sao Vicente,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3541000,Praia Grande,SÃO PAULO,Praia Grande,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3518701,Guarujá,SÃO PAULO,Guaruja,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3554102,Taubaté,SÃO PAULO,Taubate,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3552502,Suzano,SÃO PAULO,Suzano,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_Maua_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3552809,Taboão da Serra,SÃO PAULO,Taboao Da Serra,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3505708,Barueri,SÃO PAULO,Barueri,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3515004,Embu das Artes,SÃO PAULO,Embu Das Artes,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3513009,Cotia,SÃO PAULO,Cotia,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3522505,Itapevi,SÃO PAULO,Itapevi,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3524402,Jacareí,SÃO PAULO,Jacarei,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3515707,Ferraz de Vasconcelos,SÃO PAULO,Ferraz De Vasconcelos,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste,MM Industrial Envasado Leste
3522208,Itapecerica da Serra,SÃO PAULO,Itapecerica Da Serra,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3516309,Francisco Morato,SÃO PAULO,Francisco Morato,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3538006,Pindamonhangaba,SÃO PAULO,Pindamonhangaba,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3548807,São Caetano do Sul,SÃO PAULO,Sao Caetano Do Sul,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp,ugz_NUC_Centro_Dom, ugz_MM_Ind_Envasado_Centro,MM Industrial Envasado Centro
3516408,Franco da Rocha,SÃO PAULO,Franco Da Rocha,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3504107,Atibaia,SÃO PAULO,Atibaia,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3547304,Santana de Parnaíba,SÃO PAULO,Santana De Parnaiba,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3513504,Cubatão,SÃO PAULO,Cubatao,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3525003,Jandira,SÃO PAULO,Jandira,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3543303,Ribeirão Pires,SÃO PAULO,Ribeirao Pires,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste,MM Industrial Envasado Leste
3510500,Caraguatatuba,SÃO PAULO,Caraguatatuba,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3539806,Poá,SÃO PAULO,Poa,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste,MM Industrial Envasado Leste
3522109,Itanhaém,SÃO PAULO,Itanhaem,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3509007,Caieiras,SÃO PAULO,Caieiras,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3528502,Mairiporã,SÃO PAULO,Mairipora,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste,MM Industrial Envasado Leste
3555406,Ubatuba,SÃO PAULO,Ubatuba,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3503901,Arujá,SÃO PAULO,Aruja,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3550704,São Sebastião,SÃO PAULO,Sao Sebastiao,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3527207,Lorena,SÃO PAULO,Lorena,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3513405,Cruzeiro,SÃO PAULO,Cruzeiro,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3509205,Cajamar,SÃO PAULO,Cajamar,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3515103,Embu-Guaçu,SÃO PAULO,Embu-Guacu,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3537602,Peruíbe,SÃO PAULO,Peruibe,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3506359,Bertioga,SÃO PAULO,Bertioga,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3546801,Santa Isabel,SÃO PAULO,Santa Isabel,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3531100,Mongaguá,SÃO PAULO,Mongagua,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3542602,Registro,SÃO PAULO,Registro,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3556453,Vargem Grande Paulista,SÃO PAULO,Vargem Grande Paulista,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3509700,Campos do Jordão,SÃO PAULO,Campos Do Jordao,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3544103,Rio Grande da Serra,SÃO PAULO,Rio Grande Da Serra,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste,MM Industrial Envasado Leste
3554805,Tremembé,SÃO PAULO,Tremembe,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3502507,Aparecida,SÃO PAULO,Aparecida,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3520400,Ilhabela,SÃO PAULO,Ilhabela,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3508603,Cachoeira Paulista,SÃO PAULO,Cachoeira Paulista,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3506607,Biritiba Mirim,SÃO PAULO,Biritiba Mirim,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_Maua_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3526209,Juquitiba,SÃO PAULO,Juquitiba,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3520301,Iguape,SÃO PAULO,Iguape,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3518305,Guararema,SÃO PAULO,Guararema,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3509254,Cajati,SÃO PAULO,Cajati,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3538600,Piracaia,SÃO PAULO,Piracaia,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3507100,Bom Jesus dos Perdões,SÃO PAULO,Bom Jesus Dos Perdoes,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3540754,Potim,SÃO PAULO,Potim,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3513603,Cunha,SÃO PAULO,Cunha,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3529906,Miracatu,SÃO PAULO,Miracatu,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3539103,Pirapora do Bom Jesus,SÃO PAULO,Pirapora Do Bom Jesus,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3526100,Juquiá,SÃO PAULO,Juquia,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3532405,Nazaré Paulista,SÃO PAULO,Nazare Paulista,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3535606,Paraibuna,SÃO PAULO,Paraibuna,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3524600,Jacupiranga,SÃO PAULO,Jacupiranga,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3523305,Itariri,SÃO PAULO,Itariri,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3545001,Salesópolis,SÃO PAULO,Salesopolis,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_Maua_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3549953,São Lourenço da Serra,SÃO PAULO,Sao Lourenco Da Serra,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste,MM Industrial Envasado Oeste
3514809,Eldorado,SÃO PAULO,Eldorado,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3546009,Santa Branca,SÃO PAULO,Santa Branca,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3541901,Queluz,SÃO PAULO,Queluz,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3538501,Piquete,SÃO PAULO,Piquete,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3525508,Joanópolis,SÃO PAULO,Joanopolis,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3551801,Sete Barras,SÃO PAULO,Sete Barras,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3509908,Cananéia,SÃO PAULO,Cananeia,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3537206,Pedro de Toledo,SÃO PAULO,Pedro De Toledo,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3520426,Ilha Comprida,SÃO PAULO,Ilha Comprida,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3504909,Bananal,SÃO PAULO,Bananal,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3548609,São Bento do Sapucaí,SÃO PAULO,Sao Bento Do Sapucai,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3544301,Roseira,SÃO PAULO,Roseira,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3550001,São Luiz do Paraitinga,SÃO PAULO,Sao Luiz Do Paraitinga,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3505401,Barra do Turvo,SÃO PAULO,Barra Do Turvo,SAO PAULO,Empresarial GSP,Grande SP,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos,MM Industrial Envasado Santos
3526605,Lavrinhas,SÃO PAULO,Lavrinhas,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3548203,Santo Antônio do Pinhal,SÃO PAULO,Santo Antonio Do Pinhal,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3524907,Jambeiro,SÃO PAULO,Jambeiro,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3532306,Natividade da Serra,SÃO PAULO,Natividade Da Serra,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3552007,Silveiras,SÃO PAULO,Silveiras,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3509957,Canas,SÃO PAULO,Canas,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3526308,Lagoinha,SÃO PAULO,Lagoinha,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3531704,Monteiro Lobato,SÃO PAULO,Monteiro Lobato,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3549607,São José do Barreiro,SÃO PAULO,Sao Jose Do Barreiro,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3503505,Areias,SÃO PAULO,Areias,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3542305,Redenção da Serra,SÃO PAULO,Redencao Da Serra,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
3503158,Arapeí,SÃO PAULO,Arapei,SAO PAULO,Empresarial GSP,Campinas,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC,MM Industrial Envasado SJC
2927408,Salvador,BAHIA,Salvador,BAHIA,Empresarial Nordeste,Bahia,BA,ugz_NUC_Bahia_Emp, ugz_NUC_Salvador_Dom,,NA
2910800,Feira de Santana,BAHIA,Feira De Santana,BAHIA,Empresarial Nordeste,Bahia,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,,NA
2933307,Vitória da Conquista,BAHIA,Vitoria Da Conquista,BAHIA,Empresarial Nordeste,Bahia,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,,NA
2905701,Camaçari,BAHIA,Camacari,BAHIA,Empresarial Nordeste,Bahia,BA,ugz_NUC_Bahia_Emp, ugz_NUC_Salvador_Dom,,NA
2918407,Juazeiro,BAHIA,Juazeiro,BAHIA,Empresarial Nordeste,Bahia,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Juazeiro_BA_Dom,,NA
2914802,Itabuna,BAHIA,Itabuna,BAHIA,Empresarial Nordeste,Bahia,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,,NA
2919207,Lauro de Freitas,BAHIA,Lauro De Freitas,BAHIA,Empresarial Nordeste,Bahia,BA,ugz_NUC_Bahia_Emp, ugz_NUC_Salvador_Dom,,NA
2931350,Teixeira de Freitas,BAHIA,Teixeira De Freitas,BAHIA,Empresarial Nordeste,Bahia,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,,NA
2913606,Ilhéus,BAHIA,Ilheus,BAHIA,Empresarial Nordeste,Bahia,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,,NA
2903201,Barreiras,BAHIA,Barreiras,BAHIA,Empresarial Nordeste,Bahia,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Juazeiro_BA_Dom,,NA
2918001,Jequié,BAHIA,Jequie,BAHIA,Empresarial Nordeste,Bahia,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,,NA
2900702,Alagoinhas,BAHIA,Alagoinhas,BAHIA,Empresarial Nordeste,Bahia,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,,NA
2925303,Porto Seguro,BAHIA,Porto Seguro,BAHIA,Empresarial Nordeste,Bahia,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,,NA
